ID,City,State,Zip Code,lat,lon,Industry Type (subparts),Industry Type (sectors),total,size
1003990,Malvern,IA,51551,41.02,-95.64,"C,HH",Waste,100825.15,6
1002351,CORSICANA,TX,75110,32.1,-96.42,HH,Waste,100865,6
1004053,SPOKANE,WA,99224,47.63,-117.5,C,Waste,101179.736,6
1003666,SALEM,VA,24153,37.29,-80.21,HH,Waste,101191.5,6
1003887,Albany,GA,31705,31.53,-84.04,HH,Waste,101204.75,6
1004993,LAWTON,OK,73501,34.52,-98.4,HH,Waste,101368.25,6
1006796,HARPER,KS,67058,37.38,-97.97,"C,HH",Waste,101465.35,6
1007018,BIRMINGHAM,AL,35210,33.6,-86.63,HH,Waste,101565.25,6
1002744,PRESTON,CT,6365,41.48,-72.07,C,Waste,101574.566,6
1003200,CROWS LANDING,CA,95313,37.39,-121.14,C,Waste,101808.216,6
1006328,BALL GROUND,GA,30107,34.29,-84.38,"C,HH",Waste,101978.598,6
1007780,LEWISVILLE,TX,75056,33.04,-96.95,HH,Waste,102288.25,6
1011032,Anderson,TX,77830,30.53,-96.03,HH,Waste,102360.75,6
1000365,High Point,NC,27261,35.96,-79.93,HH,Waste,102389.5,6
1004485,ENOREE,SC,29335,34.61,-81.82,HH,Waste,102638.75,6
1007624,OKLAHOMA CITY,OK,73128,35.45,-97.65,"C,HH",Waste,103107.3,6
1004515,THE DALLES,OR,97058,45.56,-121.14,HH,Waste,103166,6
1000191,DAVID CITY,NE,68632,41.26,-97.04,"C,HH",Waste,103423,6
1004256,Rockmart,GA,30153,34,-85.17,HH,Waste,103545.75,6
1005729,OKLAHOMA CITY,OK,73149,35.4,-97.46,"C,HH",Waste,103617.85,6
1004252,SMITHFIELD,NC,27577,35.51,-78.43,HH,Waste,104223.25,6
1000031,Surprise,AZ,85387,33.68,-112.47,"C,HH",Waste,104353.876,6
1000090,GRAND PRAIRIE,TX,75050,32.77,-96.96,HH,Waste,104656,6
1011271,Citronelle,AL,36522,31.15,-88.17,HH,Waste,104720,6
1002746,College Station,TX,77845,30.58,-96.25,HH,Waste,104749.75,6
1003446,Boise,ID,83714,43.72,-116.27,"C,HH",Waste,104893.222,6
1005733,BOYERTOWN,PA,19512,40.36,-75.71,"C,HH",Waste,105017.5,6
1005392,LUFKIN,TX,75901,31.25,-94.7,HH,Waste,105041,6
1007898,CAMPBELLTON,FL,32426,30.93,-85.43,"C,HH",Waste,105318.756,6
1003101,AULANDER,NC,27805,36.12,-77.07,HH,Waste,105511,6
1002720,GRAND LEDGE,MI,48837,42.79,-84.69,"C,HH",Waste,105900.64,6
1001952,MAYFIELD,KY,42066,36.69,-88.67,"C,HH",Waste,106009.65,6
1003918,Rialto,CA,92377,34.14,-117.42,HH,Waste,106841,6
1007276,EDINBURG,TX,78539,26.4,-98.13,HH,Waste,106855.25,6
1005117,LAWRENCE,KS,66044,38.97,-95.24,"C,HH",Waste,107070.15,6
1003680,SANTEE,CA,92071,32.86,-117.03,HH,Waste,107174.75,6
1002158,LINCOLN,NE,68517,40.91,-96.64,"C,HH",Waste,107212.148,6
1003616,MUSKOGEE,OK,74401,35.72,-95.43,HH,Waste,107606.5,6
1003960,Manton,MI,49663,44.35,-85.4,"C,HH",Waste,107794.734,6
1002478,GRIFFIN,GA,30223,33.24,-84.12,HH,Waste,108185.25,6
1007724,DEKALB,IL,60115,41.9,-88.69,"C,HH",Waste,108462.54,6
1011256,San Antonio,TX,78223,29.33,-98.67,HH,Waste,108526,6
1007835,BENNINGTON,NE,68007,41.38,-96.25,"C,HH",Waste,108560.986,6
1004487,BUFORD,GA,30518,34.13,-84.04,HH,Waste,108710.5,6
1006300,LITTLE PLYMOUTH,VA,23091,37.67,-76.77,HH,Waste,109229,6
1006737,LANSING,MI,48906,42.77,-84.53,"C,HH",Waste,109952.124,6
1003337,Henderson,TX,75653,32.12,-94.71,"C,HH",Waste,110117.1,6
1010379,Moss Point,MS,39552,30.51,-88.54,HH,Waste,110296.25,6
1004417,KERMAN,CA,93630,36.67,-120.14,"C,HH",Waste,110383.5,6
1006465,ALVARADO,TX,76009,32.36,-97.2,"C,HH",Waste,110639.5,6
1003481,ST. PAULS,NC,28384,34.79,-78.91,"C,HH",Waste,111151.75,6
1002085,Bishop,TX,78343,27.63,-97.57,"C,HH",Waste,111197.4,6
1002561,HARRISBURG,PA,17104,40.24,-76.85,C,Waste,111205.392,6
1002683,INDIANAPOLIS,IN,46221,39.72,-86.21,"C,HH",Waste,111496.29,6
1002899,Nokomis,FL,34275,27.2,-82.39,HH,Waste,111809.75,6
1003639,TEMPLE,TX,76501,31.08,-97.31,HH,Waste,111909,6
1007240,Elizabethtown,KY,42701,37.73,-85.72,HH,Waste,112252.75,6
1005158,Arecibo,PR,612,18.42,-66.74,"C,HH",Waste,112354.298,6
1002567,MORRISON,IL,61270,41.79,-89.89,"C,HH",Waste,112557.5,6
1004298,Farmerville,LA,71241,32.81,-92.41,HH,Waste,112998.25,6
1004119,BERWICK,LA,70342,29.68,-91.24,HH,Waste,113832.75,6
1006228,SALINAS,PR,751,17.98,-66.3,HH,Waste,113870,6
1005295,NEWARK,MD,21841,38.22,-75.34,HH,Waste,114493.5,6
1006351,JACKSON,SC,29831,33.28,-81.8,HH,Waste,114497,6
1007969,OBERLIN,OH,44074,41.29,-82.17,HH,Waste,115258.25,6
1007799,HUTTO,TX,78634,30.6,-97.55,HH,Waste,115461.5,6
1003322,PETERSBURG,VA,23803,37.24,-77.37,HH,Waste,115574.25,6
1007682,AZUSA,CA,91702,34.11,-117.93,"C,HH",Waste,116148.5,6
1004025,BUCHANAN,MI,49107,41.81,-86.33,"C,HH",Waste,116405.15,6
1004287,SAUGUS,MA,1906,42.45,-70.98,C,Waste,116499.184,6
1004572,TAMPA,FL,33605,27.95,-82.42,C,Waste,116622.412,6
1002249,PONTIAC,IL,61764,40.93,-88.66,"C,HH",Waste,116700.5,6
1004848,BRISTOL,VA,24201,36.6,-82.15,HH,Waste,116799,6
1002556,MORGANTOWN,PA,19543,40.12,-75.9,"C,HH",Waste,117413.898,6
1002234,Ardmore,OK,73402,34.2,-97.04,"C,HH",Waste,117957.932,6
1004884,Brownsville,TX,78521,25.94,-97.4,HH,Waste,118640,6
1007693,CORONA,CA,92883,33.78,-117.47,"C,HH",Waste,119081.15,6
1001813,ALEXANDRIA,VA,22304,38.8,-77.13,C,Waste,119283.354,6
1002512,JACKSONVILLE,TX,75766,32,-95.27,HH,Waste,120629.5,6
1006107,LAKE VIEW TERRACE,CA,91342,34.29,-118.4,HH,Waste,120759.75,6
1008030,CHULA VISTA,CA,91911,32.61,-117.01,HH,Waste,121002,6
1000783,Nampa,ID,83686,43.49,-116.7,HH,Waste,121155.5,6
1003339,Iowa Park,TX,76367,33.95,-98.68,"C,HH",Waste,121277.2,6
1003035,New Bern,NC,28562,34.94,-76.95,HH,Waste,121381,6
1006462,MANSFIELD,LA,71052,32.06,-93.59,HH,Waste,121417.75,6
1003687,CANTON TWP,MI,48188,42.27,-83.46,"C,HH",Waste,121644.8,6
1003001,WHITESBORO,TX,76273,33.63,-96.84,HH,Waste,121740.75,6
1003514,SEDALIA,MO,65301,38.72,-93.3,HH,Waste,121855.25,6
1002106,SAN JUAN CAPISTRANO,CA,92675,33.49,-117.63,HH,Waste,121884.5,6
1007812,MONTICELLO,IN,47960,40.88,-86.7,"C,HH",Waste,122792.26,6
1002222,Cherokee Village,AR,72529,36.28,-91.63,"C,HH",Waste,123024.5,6
1006485,Yuma,AZ,85365,32.54,-114.62,HH,Waste,123523.25,6
1007863,Fountain,CO,80817,38.55,-104.66,"C,HH",Waste,123868.85,6
1002538,Midland,TX,79701,32,-102.08,HH,Waste,124222,6
1003691,BROOK,IN,47922,40.87,-87.36,"C,HH",Waste,124290.748,6
1007880,AULT,CO,80610,40.59,-104.83,"C,HH",Waste,124617.938,6
1004011,PITTSBURG,CA,94565,38.01,-121.94,HH,Waste,125026,6
1011217,Nelsonville,OH,45764,39.46,-82.28,HH,Waste,125374,6
1005480,Abernathy,TX,79311,33.87,-101.87,HH,Waste,125447.75,6
1002400,EAST NORTHPORT,NY,11731,40.88,-73.29,C,Waste,125615.812,6
1004916,YAKIMA,WA,98901,46.61,-120.39,"C,HH",Waste,125721.35,6
1002134,BEAUMONT,CA,92223,33.88,-116.99,HH,Waste,126010,6
1002906,WILLARD,MO,65781,37.38,-93.34,"C,HH",Waste,126194,6
1002643,CAMPBELL,TX,75422,33.18,-95.88,"C,HH",Waste,126381.1,6
1005138,Graham,NC,27253,35.93,-79.29,HH,Waste,127969,6
1001909,PUNTA GORDA,FL,33955,26.79,-81.96,"C,HH",Waste,129739.208,6
1005518,HARTVILLE,MO,65667,37.24,-92.46,HH,Waste,130676.75,6
1003284,Monroe,LA,71203,32.49,-91.97,"C,HH",Waste,131183.644,6
1002223,MANY,LA,71443,31.61,-93.56,HH,Waste,131196.25,6
1006103,MILAN,OH,44846,41.34,-82.6,HH,Waste,131721.25,6
1006957,MONTGOMERY,AL,36104,32.41,-86.32,HH,Waste,132150.5,6
1007298,East Brunswick,NJ,8816,40.47,-74.39,"C,HH",Waste,132296.3,6
1002359,Charleston,WV,25304,38.32,-81.61,"C,HH",Waste,132550.398,6
1000477,BILLINGS,MT,59101,45.72,-108.54,HH,Waste,132607.25,6
1005665,Beaumont,TX,77705,29.93,-93.94,HH,Waste,132837.5,6
1004065,SHAWNEE,KS,66217,39.04,-94.79,"C,HH",Waste,132890.1,6
1005347,BUDA,TX,78610,30.1,-97.76,HH,Waste,133165.5,6
1002509,Odessa,TX,79764,31.75,-102.55,HH,Waste,133496.5,6
1008269,East Saint Louis,IL,62201,38.66,-90.13,"C,HH",Waste,133750.756,6
1004099,CHARLESTON,SC,29414,32.82,-80.11,HH,Waste,134528.5,6
1007785,Beckley,WV,25801,37.82,-81.17,HH,Waste,135418.25,6
1003695,BRYAN,OH,43506,41.52,-84.59,"C,HH",Waste,135515.7,6
1005825,SHELBY,NC,28152,35.3,-81.55,HH,Waste,135704.75,6
1006634,Irving,TX,75060,32.81,-96.96,HH,Waste,136275.25,6
1010957,Dothan,AL,36303,31.24,-85.36,HH,Waste,136287.25,6
1004752,ST. CLOUD,FL,34773,28.06,-81.1,"C,HH",Waste,136702.052,6
1004963,Tulsa,OK,74107,36.13,-96.02,C,Waste,137368.106,6
1000362,CAMDEN,NJ,8104,39.91,-75.12,C,Waste,137577.936,6
1005973,GLASGOW,KY,42141,36.99,-85.97,HH,Waste,137760.75,6
1006176,WILMINGTON,IL,60481,41.35,-88.1,"C,HH",Waste,137951.696,6
1003826,WAVERLY,VA,23890,37.06,-77.18,"C,HH",Waste,138227.898,6
1002554,Waco,TX,76712,31.49,-97.23,"C,HH",Waste,138576.6,6
1002008,BROOKSVILLE,FL,34614,28.67,-82.48,HH,Waste,139251,6
1003243,SPRING HILL,FL,34610,28.37,-82.56,"C,HH",Waste,139657.548,6
1007879,Gonic,NH,3839,43.27,-70.99,"C,HH",Waste,139836.73,6
1004041,HONEA PATH,SC,29654,34.54,-82.31,"C,HH",Waste,139865.222,6
1007591,Deweyville,TX,77614,30.34,-93.84,HH,Waste,140455.25,6
1010773,Ovett,MS,39464,31.41,-89.09,HH,Waste,140827,6
1005834,LEWISVILLE,TX,75067,33.02,-96.96,"C,HH",Waste,141108.018,6
1005314,SAVANNAH,GA,31405,32.06,-81.21,HH,Waste,141320.75,6
1003340,LONG BEACH,CA,90802,33.76,-118.24,C,Waste,141838.848,6
1006224,KENNEDALE,TX,76140,32.65,-97.24,HH,Waste,142161,6
1007801,OKLAHOMA CITY,OK,73141,35.51,-97.42,HH,Waste,143376,6
1002964,Wichita Falls,TX,76307,33.87,-98.65,HH,Waste,143776.25,6
1005281,Woodlawn,TN,37191,36.54,-87.54,HH,Waste,145347.75,6
1003865,MIDLAND,MI,48642,43.63,-84.17,"C,HH",Waste,145668.87,6
1009541,Green Bay,WI,54307,44.51,-88.13,TT,Waste,146245.25,6
1004497,Smiths Creek,MI,48074,42.92,-82.59,"C,HH",Waste,146825.3,6
1006881,OCALA,FL,34480,29.12,-82.06,HH,Waste,146858,6
1004544,HAZEN,AR,72064,34.85,-91.59,HH,Waste,148166.5,6
1007082,COLUMBIANA,AL,35051,33.17,-86.69,HH,Waste,148553.75,6
1006028,BIRMINGHAM,AL,35217,33.59,-86.82,HH,Waste,148859.75,6
1007112,HALF MOON BAY,CA,94019,37.5,-122.41,HH,Waste,148918.5,6
1006223,LELAND,MS,38756,33.4,-90.91,HH,Waste,149010.25,6
1002863,DALTON,GA,30721,34.65,-84.96,HH,Waste,149102.75,6
1002951,BERGEN,NY,14416,43.06,-77.93,"C,HH",Waste,149184.674,6
1004200,WOODBINE,NJ,8270,39.23,-74.77,"C,HH",Waste,149412.684,6
1005061,SAN DIEGO,CA,92111,32.84,-117.15,HH,Waste,152566,6
1006179,MILPITAS,CA,95035,37.46,-121.94,HH,Waste,153206.75,6
1007699,Livermore,CA,94551,37.72,-121.68,"C,HH",Waste,153518.76,6
1008022,Georgetown,KY,40324,38.34,-84.55,"C,HH",Waste,153636.988,6
1004037,SLOUGHHOUSE,CA,95683,38.52,-121.2,"C,HH",Waste,154436.942,6
1006647,YORK,PA,17406,40,-76.72,C,Waste,154604.982,6
1006978,GREENSBORO,NC,27405,36.11,-79.72,HH,Waste,156615,6
1004328,JANESVILLE,WI,53547,42.68,-89.03,HH,Waste,156800.75,6
1004408,APEX,NC,27502,35.67,-78.85,HH,Waste,157525,6
1007440,Loudon,TN,37774,35.74,-84.42,HH,Waste,158385.75,6
1004042,WATERLOO,NY,13165,42.92,-76.85,"C,HH",Waste,159035.5,6
1001636,VALDOSTA,GA,31601,30.81,-83.36,HH,Waste,160012.5,6
1003099,CONCORD,NC,28027,35.35,-80.68,HH,Waste,160698.25,6
1003560,LITHIA,FL,33547,27.76,-82.2,"C,HH",Waste,162090.45,6
1013633,Randleman,NC,27317,35.74,-79.74,"C,HH",Waste,162532.55,6
1004795,Minneapolis,MN,55405,44.98,-93.28,C,Waste,162738.678,6
1002992,CASTAIC,CA,91384,34.43,-118.65,HH,Waste,163207,6
1000010,MILTON,FL,32583,30.58,-87.06,HH,Waste,163446.75,6
1007677,Bainbridge,PA,17502,40.07,-76.64,C,Waste,163587.672,6
1007857,MEDLEY,FL,33178,25.86,-80.35,HH,Waste,163784.75,6
1001637,DAVIS JUNCTION,IL,61020,42.14,-89.09,"C,HH",Waste,164238.398,6
1008019,Colorado Springs,CO,80929,38.85,-104.57,"C,HH",Waste,166013.2,6
1000287,WATERLOO,IA,50701,42.41,-92.33,HH,Waste,167365.25,6
1003582,WAYNE,MI,48184,42.26,-83.43,"C,HH",Waste,168002.848,6
1007884,CONSHOHOCKEN,PA,19428,40.1,-75.31,C,Waste,168004.076,6
1006772,JAMESVILLE,NY,13078,43,-76.11,C,Waste,168902.82,6
1010661,Trinty,AL,35673,34.63,-87.1,HH,Waste,169498.25,6
1004101,NORTH ANDOVER,MA,1845,42.73,-71.12,C,Waste,170130.938,6
1007341,EAGLE RIVER,AK,99577,61.29,-149.6,"C,HH",Waste,170583.85,6
1001614,FARGO,ND,58102,46.88,-96.87,HH,Waste,171701.5,6
1005656,CANTONMENT,FL,32533,30.58,-87.39,HH,Waste,172168.5,6
1004969,PORTSMOUTH,VA,23704,36.81,-76.3,C,Waste,172373.548,6
1004460,Laredo,TX,78044,27.5,-99.4,HH,Waste,174249.5,6
1002547,PONTOTOC,MS,38863,34.29,-89.06,HH,Waste,176986.25,6
1007521,SUMPTER TWP,MI,48164,42.09,-83.43,"C,HH",Waste,179349.85,6
1003697,ROXANA,IL,62084,38.82,-90.01,"C,HH",Waste,180470.7,6
1007615,MORRISVILLE,PA,19067,40.16,-74.78,"C,HH",Waste,182003.838,6
1004476,Pimento,IN,47866,39.31,-87.34,"C,HH",Waste,184643,6
1007357,Abilene,TX,79601,32.53,-99.75,HH,Waste,185470.75,6
1007648,FAIRPORT,NY,14450,43.09,-77.39,"C,HH",Waste,186531.658,6
1006267,MILLBURY,MA,1527,42.22,-71.77,C,Waste,192425.222,6
1006282,MORRISVILLE,PA,19067,40.16,-74.77,C,Waste,192597.468,6
1002276,BUCYRUS,OH,44820,40.81,-82.87,"C,HH",Waste,193834.05,6
1002466,MEMPHIS,TN,38116,35,-89.91,"C,HH",Waste,194231.65,6
1004341,ALBUQUERQUE,NM,87121,35.01,-106.88,"C,HH",Waste,194513.4,6
1002425,GEORGETOWN,OH,45121,38.9,-83.9,"C,HH",Waste,195836.798,6
1005928,FORT COLLINS,CO,80526,40.5,-105.12,"C,HH",Waste,195915.248,6
1007605,WICHITA,KS,67205,37.76,-97.39,"C,HH",Waste,196389.95,6
1003260,LOCKWOOD,NV,89434,39.49,-119.61,"C,HH",Waste,197059.258,6
1002552,SAND SPRINGS,OK,74063,36.16,-96.19,"C,HH",Waste,201369.748,7
1003333,Ranger,GA,30734,34.56,-84.78,HH,Waste,203309,7
1002765,Hartford,CT,6114,41.75,-72.65,C,Waste,204064.892,7
1002996,MORRISTOWN,IN,46161,39.68,-85.73,"C,HH",Waste,204263.192,7
1003601,RIVERVIEW,MI,48192,42.16,-83.21,"C,HH",Waste,204738.85,7
1007745,LENOX,MI,48048,42.76,-82.75,"C,HH",Waste,204869.458,7
1004449,Becker,MN,55308,45.35,-93.87,TT,Waste,204900.5,7
1004491,ROWLETT,TX,75089,32.96,-96.53,"C,HH",Waste,205602.298,7
1005090,OWENSBORO,KY,42301,37.67,-87.28,"C,HH",Waste,205903.4,7
1007816,SIMI VALLEY,CA,93065,34.25,-118.82,"C,HH",Waste,207721.996,7
1006186,ELBA,AL,36323,31.51,-86,HH,Waste,209650.75,7
1003787,GROVE CITY,OH,43123,39.84,-83.11,"C,HH",Waste,210758.5,7
1004014,Gardendale,AL,35071,33.71,-86.86,HH,Waste,210821,7
1002269,RAHWAY,NJ,7065,40.6,-74.28,C,Waste,211114.012,7
1002010,WILMINGTON,DE,19809,39.73,-75.52,HH,Waste,213309.75,7
1008034,NORTHVILLE,MI,48167,42.41,-83.56,"C,HH",Waste,213862.45,7
1000623,DICKERSON,MD,20842,39.2,-77.46,C,Waste,215247.25,7
1005839,HUNTSVILLE,AL,35804,34.69,-86.59,HH,Waste,215686.25,7
1005054,TINTON FALLS,NJ,7753,40.25,-74.11,"C,HH",Waste,218381.1,7
1002730,Dayton,TN,37321,35.56,-84.91,HH,Waste,224058.75,7
1005920,TAMPA,FL,33619,27.95,-82.34,C,Waste,224095.092,7
1005316,EL PASO,TX,79928,31.6,-106.17,HH,Waste,226817,7
1006383,WAVERLY,OH,45690,39.08,-82.96,"C,HH",Waste,227170.2,7
1010596,New Lexington,OH,43764,39.73,-82.14,"C,HH",Waste,228181.7,7
1006183,TALLASSEE,AL,36078,32.52,-85.83,HH,Waste,228873.75,7
1005270,JEFFERSONVILLE,KY,40337,37.95,-83.95,"C,HH",Waste,229212.75,7
1003394,CONWAY,SC,29526,33.82,-78.97,"C,HH",Waste,229272.692,7
1002813,Belton,SC,29627,34.57,-82.46,HH,Waste,229978.25,7
1007989,ARLINGTON,OR,97812,45.63,-120.22,"C,HH",Waste,230590.434,7
1004856,Cincinnati,OH,45251,39.27,-84.6,"C,HH",Waste,233272.938,7
1006899,HOUSTON,TX,77078,29.82,-95.24,HH,Waste,235665,7
1002268,FORT MYERS,FL,33905,26.63,-81.76,C,Waste,236817.372,7
1004244,PEEKSKILL,NY,10566,41.28,-73.94,C,Waste,236944.018,7
1005179,HAVERHILL,MA,1835,42.77,-71.12,C,Waste,241167.654,7
1002321,NEEDVILLE,TX,77461,29.4,-95.72,HH,Waste,241705.25,7
1005717,AVONDALE,LA,70094,29.94,-90.27,"C,HH",Waste,241999.936,7
1003676,ROOSEVELT,WA,99356,45.8,-120.18,"C,HH",Waste,244654.894,7
1007856,POMPANO BEACH,FL,33073,26.29,-80.15,"C,HH",Waste,244679.206,7
1007852,FERRIS,TX,75125,32.55,-96.67,"C,HH",Waste,244893.414,7
1007822,MAPLE VALLEY,WA,98038,47.46,-122.05,"C,HH",Waste,245041.598,7
1002471,San Antonio,TX,78219,29.45,-98.35,HH,Waste,246397.75,7
1007674,KING GEORGE,VA,22485,38.28,-77.31,"C,HH",Waste,247207.698,7
1003740,BLYTHE,GA,30805,33.35,-82.14,HH,Waste,249193.25,7
1009077,MIAMI,FL,33178,25.84,-80.36,C,Waste,250460.902,7
1002065,BEAUMONT,TX,77705,30.04,-94.13,HH,Waste,251792.75,7
1012058,Lake Panasoffkee,FL,33538,28.74,-82.09,HH,Waste,255049.25,7
1007875,SUMMERDALE,AL,36580,30.44,-87.77,HH,Waste,257335.75,7
1007154,El Paso,TX,79934,31.98,-106.42,HH,Waste,263063,7
1004550,Marina,CA,93933,36.7,-121.79,"C,HH",Waste,265776.266,7
1002511,Keithville,LA,71047,32.35,-93.9,HH,Waste,272337.5,7
1000349,GENEVA,FL,32732,28.79,-81.08,HH,Waste,286129.75,7
1007800,HUMBLE,TX,77396,29.95,-95.25,HH,Waste,288162.5,7
1008180,Castle Rock,WA,98611,46.25,-122.78,"C,HH",Waste,288275.618,7
1004283,BRIDGEPORT,CT,6605,41.16,-73.21,C,Waste,290551.268,7
1011449,West Covina,CA,91792,34.04,-117.9,HH,Waste,293641.5,7
1003732,MODEL CITY,NY,14107,43.21,-78.98,"C,HH",Waste,294118.15,7
1007914,KAPOLEI,HI,96707,21.3,-158.11,C,Waste,296714.306,7
1004094,BALTIMORE,MD,21230,39.26,-76.62,C,Waste,298884.122,7
1000293,INDIANAPOLIS,IN,46221,39.73,-86.19,C,Waste,300441.904,7
1006358,ROCKFORD,IL,61109,42.16,-89.06,"C,HH",Waste,303374.55,7
1005638,ELLENWOOD,GA,30294,33.66,-84.26,"C,HH",Waste,307362.16,7
1004377,MELISSA,TX,75454,33.3,-96.54,HH,Waste,314493.75,7
1003439,San Antonio,TX,78252,29.34,-98.65,"C,HH",Waste,314948.75,7
1005891,FRESNO,TX,77545,29.56,-95.44,HH,Waste,317433.25,7
1004531,FT. LAUDERDALE,FL,33314,26.07,-80.21,C,Waste,318903.64,7
1004815,WELLSTON,OH,45692,39.13,-82.47,"C,HH",Waste,326802.55,7
1004750,Bartow,FL,33830,27.89,-81.8,"C,HH",Waste,332526.25,7
1005328,PORT ORANGE,FL,32128,29.13,-81.07,"C,HH",Waste,336658.85,7
1002107,IRVINE,CA,92602,33.72,-117.7,HH,Waste,336677.75,7
1006177,LORTON,VA,22079,38.7,-77.24,C,Waste,337101.418,7
1007094,ASHLAND,KY,41102,38.37,-82.76,HH,Waste,350027.5,7
1002398,WESTBURY,NY,11590,40.74,-73.59,C,Waste,351950.54,7
1001884,ST. PETERSBURG,FL,33716,27.87,-82.67,"C,HH",Waste,358877.586,7
1004216,NEWARK,NJ,7105,40.74,-74.13,C,Waste,359025.548,7
1008252,Maryland Heights,MO,63043,38.74,-90.46,HH,Waste,376856.75,7
1003679,SYLMAR,CA,91342,34.32,-118.5,HH,Waste,381572.25,7
1006038,CHESTER,PA,19013,39.83,-75.39,C,Waste,383033.476,7
1006817,Dallas,TX,75241,32.68,-96.72,"C,HH",Waste,396327.25,7
1005493,ZACHARY,LA,70791,30.6,-91.22,"C,HH",Waste,403100.25,7
1007124,MAUK,GA,31058,32.53,-84.44,HH,Waste,419754.75,7
1014304,Suffolk,VA,23434,36.76,-76.51,"C,HH",Waste,425312.294,7
1002320,BREA,CA,92823,33.94,-117.84,HH,Waste,440492.25,7
1004850,SHILOH,OH,44878,40.97,-82.49,HH,Waste,444195,7
1004245,COKER,AL,35452,33.24,-87.65,HH,Waste,452070.25,7
1005710,ROCHESTER,MA,2770,41.8,-70.79,C,Waste,457308.7,7
1006859,Winter Haven,FL,33880,28.02,-81.84,"C,HH",Waste,467264.996,7
1002489,MONTROSE,MI,48457,43.17,-83.84,"C,HH",Waste,505596.8,7
1005023,COCOA,FL,32926,28.4,-80.82,"C,HH",Waste,554997.964,7
1006777,AMSTERDAM,OH,43903,40.43,-80.91,"C,HH",Waste,573401.45,7
1004399,Dover,OH,44622,40.51,-81.54,HH,Waste,634660,7
1003710,BALL GROUND,GA,30107,34.32,-84.25,HH,Waste,772982.5,7
1004118,ROSEBORO,NC,28382,34.96,-78.45,HH,Waste,824567.75,7
1007820,WEST PALM BEACH,FL,33412,26.79,-80.14,"C,HH",Waste,1013387.058,7